image_id,score,gt_count,spam_count
000000346795,0.9992474975166348,5,0
000000535393,0.999266052836953,5,0
000000226974,0.9986498201060386,3,0
000000163777,0.9992602057813136,9,0
000000446585,0.9988443329319221,3,0
000000445621,0.7499002354465492,4,0
000000047599,0.9994964459257358,4,0
000000145793,0.99826580122518,3,0
000000260525,0.6663372124936157,3,0
000000406147,0.9989152716993965,6,0
000000574579,0.9992313574738431,4,0
000000564508,0.9990524891199593,2,0
000000323116,0.9988432435758651,7,0
000000397143,0.999336224610429,5,0
000000017613,0.999855810814634,2,0
000000252147,0.9995200615691914,5,0
000000480797,0.9991304094775832,7,0
000000423932,0.9994313350478543,9,0
000000425201,0.9998049983479858,4,0
000000405365,0.9994734319021699,5,0
000000163728,0.9995893569716271,3,0
000000222635,0.9951676277793542,6,0
000000540882,0.9989487640830721,4,0
000000402788,0.999741679250791,6,0
000000217989,0.9990186467082592,4,0
000000019358,0.998868609652073,3,0
000000331697,0.998375332945362,5,0
000000027569,0.9990265913736154,2,0
000000116722,0.9991395179393913,3,0
000000104053,0.9987110686395728,6,0
000000107140,0.9991816964682483,7,0
000000178430,0.9993747206334145,7,0
000000392039,0.9990098037192124,5,0
000000384007,0.9991080378810892,6,0
000000110758,0.8745512749221882,8,0
000000248580,0.9996421875362322,5,0
000000575227,0.9990291276013545,5,0
000000426762,0.998966449870464,7,0
000000009983,0.9991936561576141,6,0
000000411668,0.49974783808772877,2,0
000000385903,0.9995435767685247,7,0
000000019385,0.8994803802037253,10,0
000000418557,0.9987470001371799,8,0
000000001171,0.7481518079108769,4,0
000000428830,0.9984245818794649,7,0
000000116803,0.9988947756299809,5,0
000000376084,0.9991309112760337,5,0
000000054949,0.999193752703222,8,0
000000051642,0.9990115410092233,5,0
000000247945,0.9982245986973393,5,0
000000109011,0.9995049426599182,4,0
000000290812,0.9988291759051025,4,0
000000300718,0.9990261549765066,6,0
000000350081,0.9996197249875162,7,0
000000395185,0.9990286923084236,4,0
000000475693,0.9998588771853727,5,0
000000482951,0.9995455992124339,7,0
000000154686,0.9993007744638159,6,0
000000567189,0.99943240257448,7,0
000000428602,0.9991782062945447,4,0
000000160629,0.9992889129600253,8,0
000000159756,0.9988517978038175,5,0
000000150358,0.9989545863937084,4,0
000000477861,0.9991508948266418,6,0
000000283557,0.9996585611527455,7,0
000000228442,0.999331673165695,6,0
000000119922,0.9984968211748416,7,0
000000019737,0.9994974112887253,5,0
000000095809,0.9992775447646909,9,0
000000065965,0.9993199852843876,4,0
000000414112,0.9995617035209253,3,0
000000325261,0.5997011232622389,5,0
000000350363,0.7493148399303874,4,0
000000213282,0.997470226976499,7,0
000000158384,0.9986537238267643,3,0
000000208365,0.9992807404128768,3,0
000000581022,0.9993025884924723,5,0
000000430079,0.9995990532358485,5,0
000000438432,0.9981568416692516,2,0
000000102989,0.9992057440151122,5,0
000000307249,0.9990501329432745,4,0
000000188414,0.8325561171373289,6,0
000000536467,0.9988416892063978,4,0
000000508748,0.8745224519260731,8,0
000000561393,0.874024379811638,8,0
000000361480,0.999677924903338,6,0
000000071224,0.9995735852929769,4,0
000000171766,0.8563587433487034,7,0
000000427750,0.9993898240658237,2,0
000000318813,0.9991198239717968,4,0
000000405505,0.9994750281768855,6,0
000000499202,0.7993078393294926,5,0
000000044140,0.9994828252173691,3,0
000000372560,0.9991856810254883,6,0
000000509895,0.9996530493089092,4,0
000000142108,0.7491731322851993,4,0
000000487825,0.9985189971169923,5,0
000000141879,0.9991096956620745,3,0
000000550878,0.9997638430006749,3,0
000000299794,0.9992310023543395,3,0
000000541280,0.9977913823365557,2,0
000000508531,0.9996338089554799,4,0
000000395340,0.9994659249399475,4,0
000000242133,0.9998508916089467,3,0
000000104596,0.9992151621220259,6,0
000000276047,0.9991332988642806,4,0
000000270025,0.9990116068043319,7,0
000000521379,0.9977077762508196,3,0
000000178382,0.9985183395421591,2,0
000000404854,0.9993142245823043,6,0
000000568237,0.6661730098395816,3,0
000000471373,0.9987537430749938,6,0
000000577125,0.9993552355097952,4,0
000000491277,0.9987900850324022,4,0
000000076866,0.9992431154421437,5,0
000000180045,0.9993677930175952,4,0
000000553954,0.9991969296455379,5,0
000000437831,0.9993056742531012,7,0
000000198198,0.9991809267896623,8,0
000000199112,0.999518920423458,8,0
000000271441,0.9989592694399135,3,0
